vid,date,time,case,type,pcu,speed,ped,cross,park,headway
1,"Saturday, June 19, 2021",11:33:46,shnaf,long,3,14,5,7,1,0
2,"Saturday, June 19, 2021",11:33:51,shnaf,moto,0.5,14,5,7,1,0.083
3,"Saturday, June 19, 2021",11:34:22,shnaf,truck,2,20,5,7,1,0.517
4,"Saturday, June 19, 2021",11:34:41,shnaf,car,1,21,5,7,1,0.317
5,"Saturday, June 19, 2021",11:37:27,shnaf,moto,0.5,24,7,6,0,0.767
6,"Saturday, June 19, 2021",11:38:08,shnaf,car,1,35,7,6,0,0.683
7,"Saturday, June 19, 2021",11:38:33,shnaf,car,1,32,7,6,0,0.417
8,"Saturday, June 19, 2021",11:38:52,shnaf,car,1,22,7,6,0,0.317
9,"Saturday, June 19, 2021",11:40:09,shnaf,car,1,35,15,3,0,0.283
10,"Saturday, June 19, 2021",11:41:00,shnaf,car,1,30,15,3,0,0.85
11,"Saturday, June 19, 2021",11:41:25,shnaf,car,1,26,15,3,0,0.417
12,"Saturday, June 19, 2021",11:41:28,shnaf,car,1,25,15,3,0,0.05
13,"Saturday, June 19, 2021",11:41:30,shnaf,moto,0.5,26,15,3,0,0.033
14,"Saturday, June 19, 2021",11:42:07,shnaf,car,1,37,12,2,0,0.617
15,"Saturday, June 19, 2021",11:42:46,shnaf,moto,0.5,44,12,2,0,0.65
16,"Saturday, June 19, 2021",11:43:13,shnaf,moto,0.5,30,12,2,0,0.45
17,"Saturday, June 19, 2021",11:43:37,shnaf,car,1,48,12,2,0,0.4
18,"Saturday, June 19, 2021",11:43:50,shnaf,car,1,34,12,2,0,0.217
19,"Saturday, June 19, 2021",11:45:13,shnaf,car,1,5,11,3,0,0.383
20,"Saturday, June 19, 2021",11:45:22,shnaf,moto,0.5,5,11,3,0,0.15
21,"Saturday, June 19, 2021",11:45:45,shnaf,car,1,19,11,3,0,0.383
22,"Saturday, June 19, 2021",11:45:49,shnaf,car,1,21,11,3,0,0.067
23,"Saturday, June 19, 2021",11:46:44,shnaf,car,1,25,11,3,0,0.917
24,"Saturday, June 19, 2021",11:46:47,shnaf,car,1,25,11,3,0,0.05
25,"Saturday, June 19, 2021",11:46:58,shnaf,car,1,28,11,3,0,0.183
26,"Saturday, June 19, 2021",11:48:16,shnaf,moto,0.5,26,5,3,0,0.3
27,"Saturday, June 19, 2021",11:48:35,shnaf,car,1,6,5,3,0,0.317
28,"Saturday, June 19, 2021",11:48:49,shnaf,car,1,11,5,3,0,0.233
29,"Saturday, June 19, 2021",11:48:57,shnaf,car,1,9,5,3,0,0.133
30,"Saturday, June 19, 2021",11:48:58,shnaf,car,1,8,5,3,0,0.017
31,"Saturday, June 19, 2021",11:48:58,shnaf,car,1,8,5,3,0,0
32,"Saturday, June 19, 2021",11:49:03,shnaf,moto,0.5,12,5,3,0,0.083
33,"Saturday, June 19, 2021",11:49:07,shnaf,car,1,23,5,3,0,0.067
34,"Saturday, June 19, 2021",11:49:13,shnaf,moto,0.5,14,5,3,0,0.1
35,"Saturday, June 19, 2021",11:49:16,shnaf,car,1,12,5,3,0,0.05
36,"Saturday, June 19, 2021",11:49:42,shnaf,car,1,30,5,3,0,0.433
37,"Saturday, June 19, 2021",11:49:49,shnaf,car,1,20,5,3,0,0.117
38,"Saturday, June 19, 2021",11:53:01,shnaf,car,1,31,4,2,0,0.2
39,"Saturday, June 19, 2021",11:53:17,shnaf,moto,0.5,38,4,2,0,0.267
40,"Saturday, June 19, 2021",11:53:24,shnaf,car,1,28,4,2,0,0.117
41,"Saturday, June 19, 2021",11:53:48,shnaf,car,1,37,4,2,0,0.4
42,"Saturday, June 19, 2021",11:53:49,shnaf,moto,0.5,35,4,2,0,0.017
43,"Saturday, June 19, 2021",11:54:14,shnaf,car,1,38,4,2,0,0.417
44,"Saturday, June 19, 2021",11:54:15,shnaf,moto,0.5,40,4,2,0,0.017
45,"Saturday, June 19, 2021",11:54:55,shnaf,car,1,36,4,2,0,0.667
46,"Saturday, June 19, 2021",11:55:16,shnaf,car,1,21,6,1,0,0.35
47,"Saturday, June 19, 2021",11:55:21,shnaf,car,1,17,6,1,0,0.083
48,"Saturday, June 19, 2021",11:55:40,shnaf,car,1,22,6,1,0,0.317
49,"Saturday, June 19, 2021",11:56:10,shnaf,car,1,32,6,1,0,0.5
50,"Saturday, June 19, 2021",11:56:23,shnaf,car,1,26,6,1,0,0.217
51,"Saturday, June 19, 2021",11:56:47,shnaf,car,1,26,6,1,0,0.4
52,"Saturday, June 19, 2021",11:56:49,shnaf,moto,0.5,40,6,1,0,0.033
53,"Saturday, June 19, 2021",12:03:10,shnaf,car,1,23,2,1,1,0.35
54,"Saturday, June 19, 2021",12:03:29,shnaf,car,1,6,2,1,1,0.317
55,"Saturday, June 19, 2021",12:03:41,shnaf,car,1,25,2,1,1,0.2
56,"Saturday, June 19, 2021",12:07:28,shnaf,moto,0.5,35,8,1,0,0.783
57,"Saturday, June 19, 2021",12:07:33,shnaf,moto,0.5,44,8,1,0,0.083
58,"Saturday, June 19, 2021",12:08:12,shnaf,car,1,16,8,1,0,0.65
59,"Saturday, June 19, 2021",12:08:23,shnaf,car,1,36,8,1,0,0.183
60,"Saturday, June 19, 2021",12:08:31,shnaf,car,1,25,8,1,0,0.133
61,"Saturday, June 19, 2021",12:12:21,shnaf,car,1,28,7,4,0,0.833
62,"Saturday, June 19, 2021",12:12:41,shnaf,car,1,22,7,4,0,0.333
63,"Saturday, June 19, 2021",12:13:34,shnaf,truck,2,25,7,4,0,0.883
64,"Saturday, June 19, 2021",12:13:56,shnaf,car,1,16,7,4,0,0.367
65,"Saturday, June 19, 2021",12:15:17,shnaf,car,1,29,12,3,1,0.35
66,"Saturday, June 19, 2021",12:15:18,shnaf,car,1,25,12,3,1,0.017
67,"Saturday, June 19, 2021",12:15:22,shnaf,car,1,26,12,3,1,0.067
68,"Saturday, June 19, 2021",12:15:24,shnaf,car,1,26,12,3,1,0.033
69,"Saturday, June 19, 2021",12:15:28,shnaf,car,1,24,12,3,1,0.067
70,"Saturday, June 19, 2021",12:15:34,shnaf,car,1,22,12,3,1,0.1
71,"Saturday, June 19, 2021",12:15:41,shnaf,car,1,18,12,3,1,0.117
72,"Saturday, June 19, 2021",12:15:45,shnaf,car,1,17,12,3,1,0.067
73,"Saturday, June 19, 2021",12:16:09,shnaf,moto,0.5,31,12,3,1,0.4
74,"Saturday, June 19, 2021",12:18:32,shnaf,long,3,15,11,4,1,0.383
75,"Saturday, June 19, 2021",12:18:34,shnaf,moto,0.5,23,11,4,1,0.033
76,"Saturday, June 19, 2021",12:18:50,shnaf,car,1,23,11,4,1,0.267
77,"Saturday, June 19, 2021",12:19:01,shnaf,car,1,12,8,6,0,0.183
78,"Saturday, June 19, 2021",12:19:02,shnaf,car,1,15,8,6,0,0.017
79,"Saturday, June 19, 2021",12:19:09,shnaf,car,1,14,8,6,0,0.117
80,"Saturday, June 19, 2021",12:19:27,shnaf,car,1,20,8,6,0,0.3
81,"Saturday, June 19, 2021",12:19:34,shnaf,car,1,19,8,6,0,0.117
82,"Saturday, June 19, 2021",12:19:37,shnaf,car,1,18,8,6,0,0.05
83,"Saturday, June 19, 2021",12:19:42,shnaf,car,1,17,8,6,0,0.083
84,"Saturday, June 19, 2021",12:20:24,shnaf,long,3,18,8,6,0,0.7
85,"Saturday, June 19, 2021",12:20:30,shnaf,moto,0.5,8,8,6,0,0.1
86,"Saturday, June 19, 2021",12:20:47,shnaf,car,1,9,8,6,0,0.283
87,"Saturday, June 19, 2021",12:20:51,shnaf,car,1,7,8,6,0,0.067
88,"Saturday, June 19, 2021",12:21:00,shnaf,truck,2,26,8,6,0,0.15
89,"Saturday, June 19, 2021",12:22:17,shnaf,car,1,4,18,5,1,0.283
90,"Saturday, June 19, 2021",12:23:08,shnaf,car,1,25,18,5,1,0.85
91,"Saturday, June 19, 2021",12:23:40,shnaf,car,1,17,18,5,1,0.533
92,"Saturday, June 19, 2021",12:24:04,shnaf,car,1,23,20,6,0,0.4
93,"Saturday, June 19, 2021",12:24:06,shnaf,car,1,6,20,6,0,0.033
94,"Saturday, June 19, 2021",12:24:28,shnaf,car,1,24,20,6,0,0.367
95,"Saturday, June 19, 2021",12:24:31,shnaf,car,1,7,20,6,0,0.05
96,"Saturday, June 19, 2021",12:24:40,shnaf,car,1,6,20,6,0,0.15
97,"Saturday, June 19, 2021",12:24:45,shnaf,car,1,14,20,6,0,0.083
98,"Saturday, June 19, 2021",12:24:49,shnaf,car,1,14,20,6,0,0.067
99,"Saturday, June 19, 2021",12:24:55,shnaf,car,1,15,20,6,0,0.1
100,"Saturday, June 19, 2021",12:24:58,shnaf,car,1,14,20,6,0,0.05
101,"Saturday, June 19, 2021",12:25:03,shnaf,car,1,21,20,6,0,0.083
102,"Saturday, June 19, 2021",12:25:12,shnaf,car,1,26,20,6,0,0.15
103,"Saturday, June 19, 2021",12:25:15,shnaf,car,1,21,20,6,0,0.05
104,"Saturday, June 19, 2021",12:25:27,shnaf,car,1,24,20,6,0,0.2
105,"Saturday, June 19, 2021",12:25:31,shnaf,car,1,29,20,6,0,0.067
106,"Saturday, June 19, 2021",12:25:48,shnaf,car,1,22,20,6,0,0.283
107,"Saturday, June 19, 2021",12:26:28,shnaf,car,1,26,13,3,1,0.667
108,"Saturday, June 19, 2021",12:26:30,shnaf,moto,0.5,27,13,3,1,0.033
109,"Saturday, June 19, 2021",12:26:43,shnaf,car,1,29,13,3,1,0.217
110,"Saturday, June 19, 2021",12:27:20,shnaf,car,1,25,13,3,1,0.617
111,"Saturday, June 19, 2021",12:29:35,shnaf,car,1,19,6,2,1,0.25
112,"Saturday, June 19, 2021",12:30:23,shnaf,car,1,23,6,2,1,0.8
113,"Saturday, June 19, 2021",12:30:25,shnaf,car,1,25,6,2,1,0.033
114,"Saturday, June 19, 2021",12:30:33,shnaf,car,1,20,6,2,1,0.133
115,"Saturday, June 19, 2021",12:30:48,shnaf,truck,2,21,6,2,1,0.25
116,"Saturday, June 19, 2021",12:32:10,shnaf,car,1,23,12,6,1,0.367
117,"Saturday, June 19, 2021",12:32:36,shnaf,car,1,15,12,6,1,0.433
118,"Saturday, June 19, 2021",12:33:18,shnaf,moto,0.5,30,4,1,1,0.7
119,"Saturday, June 19, 2021",12:33:33,shnaf,car,1,20,4,1,1,0.25
120,"Saturday, June 19, 2021",12:33:46,shnaf,car,1,25,4,1,1,0.217
121,"Saturday, June 19, 2021",12:33:53,shnaf,car,1,24,4,1,1,0.117
122,"Saturday, June 19, 2021",12:34:09,shnaf,car,1,27,4,1,1,0.267
123,"Saturday, June 19, 2021",12:36:54,shnaf,car,1,25,6,2,1,0.75
124,"Saturday, June 19, 2021",12:36:58,shnaf,car,1,23,6,2,1,0.067
125,"Saturday, June 19, 2021",12:37:04,shnaf,car,1,24,6,2,1,0.1
126,"Saturday, June 19, 2021",12:37:10,shnaf,moto,0.5,36,6,2,1,0.1
127,"Saturday, June 19, 2021",12:38:34,shnaf,car,1,22,6,3,0,0.4
128,"Saturday, June 19, 2021",12:38:36,shnaf,moto,0.5,24,6,3,0,0.033
129,"Saturday, June 19, 2021",12:39:17,shnaf,car,1,24,6,3,0,0.683
130,"Saturday, June 19, 2021",12:39:44,shnaf,moto,0.5,38,6,3,0,0.45
131,"Saturday, June 19, 2021",12:39:46,shnaf,car,1,5,6,3,0,0.033
132,"Saturday, June 19, 2021",12:39:51,shnaf,car,1,5,6,3,0,0.083
133,"Saturday, June 19, 2021",12:39:56,shnaf,car,1,15,6,3,0,0.083
134,"Saturday, June 19, 2021",12:43:43,shnaf,car,1,24,12,1,0,0.783
135,"Saturday, June 19, 2021",12:45:24,shnaf,car,1,22,4,3,0,0.683
136,"Saturday, June 19, 2021",12:46:01,shnaf,car,1,26,4,3,0,0.617
137,"Saturday, June 19, 2021",12:46:04,shnaf,car,1,25,4,3,0,0.05
138,"Saturday, June 19, 2021",12:46:08,shnaf,car,1,25,4,3,0,0.067
139,"Saturday, June 19, 2021",12:46:31,shnaf,car,1,17,4,3,0,0.383
140,"Saturday, June 19, 2021",12:46:57,shnaf,truck,2,14,4,3,0,0.433
141,"Saturday, June 19, 2021",12:48:10,shnaf,truck,2,21,12,5,0,0.217
142,"Saturday, June 19, 2021",12:48:13,shnaf,car,1,20,12,5,0,0.05
143,"Saturday, June 19, 2021",12:49:12,shnaf,truck,2,23,12,5,0,0.983
144,"Saturday, June 19, 2021",12:49:21,shnaf,car,1,20,12,5,0,0.15
145,"Saturday, June 19, 2021",12:49:42,shnaf,car,1,34,12,5,0,0.35
146,"Saturday, June 19, 2021",12:51:31,shnaf,car,1,28,13,8,0,0.817
147,"Saturday, June 19, 2021",12:51:58,shnaf,car,1,18,13,8,0,0.45
148,"Saturday, June 19, 2021",12:52:04,shnaf,car,1,27,7,6,0,0.1
149,"Saturday, June 19, 2021",12:52:18,shnaf,car,1,28,7,6,0,0.233
150,"Saturday, June 19, 2021",12:52:30,shnaf,car,1,36,7,6,0,0.2
